0.001,0,0,0,-0.00187,0,0,0.0007
0.002,0,0,0,-0.00373,0,0,0.0014
0.003,-1E-005,0,0,-0.0056,0,0,0.0021
0.004,-1E-005,0,0,-0.00747,0,0,0.0028
0.005,-2E-005,0,0,-0.00933,0,0,0.0035
0.006,-3E-005,0,0,-0.0112,0,0,0.0042
0.007,-5E-005,0,0,-0.01306,0,0,0.0049
0.008,-6E-005,0,0,-0.01493,0,0,0.0056
0.009,-8E-005,0,0,-0.0168,0,0,0.0063
0.01,-9E-005,0,0,-0.01866,0,0,0.007
0.011,-0.00011,0,0,-0.02053,0,0,0.0077
0.012,-0.00013,0,0,-0.02239,0,0,0.0084
0.013,-0.00016,0,0,-0.02426,0,0,0.0091
0.014,-0.00018,0,0,-0.02612,0,0,0.0098
0.015,-0.00021,0,0,-0.02798,0,0,0.0105
0.016,-0.00024,0,0,-0.02985,0,0,0.0112
0.017,-0.00027,0,0,-0.03171,0,0,0.0119
0.018,-0.0003,0,0,-0.03357,0,0,0.0126
0.019,-0.00034,0,0,-0.03543,0,0,0.0133
0.02,-0.00037,0,0,-0.03729,0,0,0.014
0.021,-0.00041,0,0,-0.03915,0,0,0.0147
0.022,-0.00045,0,0,-0.04101,0,0,0.0154
0.023,-0.00049,0,0,-0.04287,0,0,0.0161
0.024,-0.00054,0,0,-0.04473,0,0,0.0168
0.025,-0.00058,0,0,-0.04659,0,0,0.0175
0.026,-0.00063,0,0,-0.04844,0,0,0.0182
0.027,-0.00068,0,0,-0.0503,0,0,0.0189
0.028,-0.00073,0,0,-0.05216,0,0,0.0196
0.029,-0.00078,0,0,-0.05401,0,0,0.0203
0.03,-0.00084,0,0,-0.05586,0,0,0.021
0.031,-0.0009,0,0,-0.05772,0,0,0.0217
0.032,-0.00095,0,0,-0.05957,0,0,0.0224
0.033,-0.00101,0,0,-0.06142,0,0,0.0231
0.034,-0.00108,0,0,-0.06327,0,0,0.0238
0.035,-0.00114,0,0,-0.06512,0,0,0.0245
0.036,-0.00121,0,0,-0.06696,0,0,0.0252
0.037,-0.00128,0,0,-0.06881,0,0,0.0259
0.038,-0.00135,0,0,-0.07065,0,0,0.0266
0.039,-0.00142,0,0,-0.0725,0,0,0.0273
0.04,-0.00149,0,0,-0.07434,0,0,0.028
0.041,-0.00157,0,0,-0.07618,0,0,0.0287
0.042,-0.00164,0,0,-0.07802,0,0,0.0294
0.043,-0.00172,0,0,-0.07986,0,0,0.0301
0.044,-0.0018,0,0,-0.0817,0,0,0.0308
0.045,-0.00188,0,0,-0.08354,0,0,0.0315
0.046,-0.00197,0,0,-0.08537,0,0,0.0322
0.047,-0.00206,0,0,-0.08721,0,0,0.0329
0.048,-0.00214,0,0,-0.08904,0,0,0.0336
0.049,-0.00223,0,0,-0.09087,0,0,0.0343
0.05,-0.00233,0,0,-0.0927,0,0,0.035
0.051,-0.00242,0,0,-0.09453,0,0,0.0357
0.052,-0.00251,0,0,-0.09635,0,0,0.0364
0.053,-0.00261,0,0,-0.09818,0,0,0.0371
0.054,-0.00271,0,0,-0.1,0,0,0.0378
0.055,-0.00281,0,0,-0.10182,0,0,0.0385
0.056,-0.00291,0,0,-0.10364,0,0,0.0392
0.057,-0.00302,0,0,-0.10546,0,0,0.0399
0.058,-0.00313,0,0,-0.10728,0,0,0.0406
0.059,-0.00323,0,0,-0.10909,0,0,0.0413
0.06,-0.00334,0,0,-0.11091,0,0,0.042
0.061,-0.00346,0,0,-0.11272,0,0,0.0427
0.062,-0.00357,0,0,-0.11453,0,0,0.0434
0.063,-0.00368,0,0,-0.11633,0,0,0.0441
0.064,-0.0038,0,0,-0.11814,0,0,0.0448
0.065,-0.00392,0,0,-0.11994,0,0,0.0455
0.066,-0.00404,0,0,-0.12175,0,0,0.0462
0.067,-0.00416,0,0,-0.12355,0,0,0.0469
0.068,-0.00429,0,0,-0.12534,0,0,0.0476
0.069,-0.00441,0,0,-0.12714,0,0,0.0483
0.07,-0.00454,0,0,-0.12893,0,0,0.049
0.071,-0.00467,0,0,-0.13073,0,0,0.0497
0.072,-0.0048,0,0,-0.13251,0,0,0.0504
0.073,-0.00494,0,0,-0.1343,0,0,0.0511
0.074,-0.00507,0,0,-0.13609,0,0,0.0518
0.075,-0.00521,0,0,-0.13787,0,0,0.0525
0.076,-0.00535,0,0,-0.13965,0,0,0.0532
0.077,-0.00549,0,0,-0.14143,0,0,0.0539
0.078,-0.00563,0,0,-0.14321,0,0,0.0546
0.079,-0.00578,0,0,-0.14498,0,0,0.0553
0.08,-0.00592,0,0,-0.14675,0,0,0.056
0.081,-0.00607,0,0,-0.14852,0,0,0.0567
0.082,-0.00622,0,0,-0.15029,0,0,0.0574
0.083,-0.00637,0,0,-0.15205,0,0,0.0581
0.084,-0.00652,0,0,-0.15381,0,0,0.0588
0.085,-0.00668,0,0,-0.15557,0,0,0.0595
0.086,-0.00683,0,0,-0.15733,0,0,0.0602
0.087,-0.00699,0,0,-0.15908,0,0,0.0609
0.088,-0.00715,0,0,-0.16084,0,0,0.0616
0.089,-0.00731,0,0,-0.16259,0,0,0.0623
0.09,-0.00748,0,0,-0.16433,0,0,0.063
0.091,-0.00764,0,0,-0.16608,0,0,0.0637
0.092,-0.00781,0,0,-0.16782,0,0,0.0644
0.093,-0.00798,0,0,-0.16956,0,0,0.0651
0.094,-0.00815,0,0,-0.17129,0,0,0.0658
0.095,-0.00832,0,0,-0.17302,0,0,0.0665
0.096,-0.00849,0,0,-0.17475,0,0,0.0672
0.097,-0.00867,0,0,-0.17648,0,0,0.0679
0.098,-0.00885,0,0,-0.17821,0,0,0.0686
0.099,-0.00903,0,0,-0.17993,0,0,0.0693
0.1,-0.00921,0,0,-0.18165,0,0,0.07
0.101,-0.00939,0,0,-0.18336,0,0,0.0707
0.102,-0.00957,0,0,-0.18508,0,0,0.0714
0.103,-0.00976,0,0,-0.18679,0,0,0.0721
0.104,-0.00995,0,0,-0.18849,0,0,0.0728
0.105,-0.01014,0,0,-0.1902,0,0,0.0735
0.106,-0.01033,0,0,-0.1919,0,0,0.0742
0.107,-0.01052,0,0,-0.1936,0,0,0.0749
0.108,-0.01072,0,0,-0.19529,0,0,0.0756
0.109,-0.01091,0,0,-0.19698,0,0,0.0763
0.11,-0.01111,0,0,-0.19867,0,0,0.077
0.111,-0.01131,0,0,-0.20036,0,0,0.0777
0.112,-0.01151,0,0,-0.20204,0,0,0.0784
0.113,-0.01171,0,0,-0.20372,0,0,0.0791
0.114,-0.01192,0,0,-0.20539,0,0,0.0798
0.115,-0.01212,0,0,-0.20707,0,0,0.0805
0.116,-0.01233,0,0,-0.20873,0,0,0.0812
0.117,-0.01254,0,0,-0.2104,0,0,0.0819
0.118,-0.01275,0,0,-0.21206,0,0,0.0826
0.119,-0.01297,0,0,-0.21372,0,0,0.0833
0.12,-0.01318,0,0,-0.21538,0,0,0.084
0.121,-0.0134,0,0,-0.21703,0,0,0.0847
0.122,-0.01361,0,0,-0.21868,0,0,0.0854
0.123,-0.01383,0,0,-0.22032,0,0,0.0861
0.124,-0.01405,0,0,-0.22197,0,0,0.0868
0.125,-0.01428,0,0,-0.2236,0,0,0.0875
0.126,-0.0145,0,0,-0.22524,0,0,0.0882
0.127,-0.01473,0,0,-0.22687,0,0,0.0889
0.128,-0.01496,0,0,-0.2285,0,0,0.0896
0.129,-0.01518,0,0,-0.23012,0,0,0.0903
0.13,-0.01542,0,0,-0.23174,0,0,0.091
0.131,-0.01565,0,0,-0.23336,0,0,0.0917
0.132,-0.01588,0,0,-0.23497,0,0,0.0924
0.133,-0.01612,0,0,-0.23658,0,0,0.0931
0.134,-0.01636,0,0,-0.23818,0,0,0.0938
0.135,-0.01659,0,0,-0.23978,0,0,0.0945
0.136,-0.01683,0,0,-0.24138,0,0,0.0952
0.137,-0.01708,0,0,-0.24298,0,0,0.0959
0.138,-0.01732,0,0,-0.24457,0,0,0.0966
0.139,-0.01757,0,0,-0.24615,0,0,0.0973
0.14,-0.01781,0,0,-0.24773,0,0,0.098
0.141,-0.01806,0,0,-0.24931,0,0,0.0987
0.142,-0.01831,0,0,-0.25089,0,0,0.0994
0.143,-0.01856,0,0,-0.25246,0,0,0.1001
0.144,-0.01882,0,0,-0.25402,0,0,0.1008
0.145,-0.01907,0,0,-0.25559,0,0,0.1015
0.146,-0.01933,0,0,-0.25715,0,0,0.1022
0.147,-0.01959,0,0,-0.2587,0,0,0.1029
0.148,-0.01985,0,0,-0.26025,0,0,0.1036
0.149,-0.02011,0,0,-0.2618,0,0,0.1043
0.15,-0.02037,0,0,-0.26334,0,0,0.105
0.151,-0.02063,0,0,-0.26488,0,0,0.1057
0.152,-0.0209,0,0,-0.26641,0,0,0.1064
0.153,-0.02117,0,0,-0.26794,0,0,0.1071
0.154,-0.02143,0,0,-0.26946,0,0,0.1078
0.155,-0.0217,0,0,-0.27099,0,0,0.1085
0.156,-0.02198,0,0,-0.2725,0,0,0.1092
0.157,-0.02225,0,0,-0.27402,0,0,0.1099
0.158,-0.02252,0,0,-0.27552,0,0,0.1106
0.159,-0.0228,0,0,-0.27703,0,0,0.1113
0.16,-0.02308,0,0,-0.27853,0,0,0.112
0.161,-0.02336,0,0,-0.28002,0,0,0.1127
0.162,-0.02364,0,0,-0.28151,0,0,0.1134
0.163,-0.02392,0,0,-0.283,0,0,0.1141
0.164,-0.0242,0,0,-0.28448,0,0,0.1148
0.165,-0.02449,0,0,-0.28596,0,0,0.1155
0.166,-0.02478,0,0,-0.28743,0,0,0.1162
0.167,-0.02506,0,0,-0.2889,0,0,0.1169
0.168,-0.02535,0,0,-0.29037,0,0,0.1176
0.169,-0.02565,0,0,-0.29183,0,0,0.1183
0.17,-0.02594,0,0,-0.29328,0,0,0.119
0.171,-0.02623,0,0,-0.29473,0,0,0.1197
0.172,-0.02653,0,0,-0.29618,0,0,0.1204
0.173,-0.02682,0,0,-0.29762,0,0,0.1211
0.174,-0.02712,0,0,-0.29906,0,0,0.1218
0.175,-0.02742,0,0,-0.30049,0,0,0.1225
0.176,-0.02772,0,0,-0.30192,0,0,0.1232
0.177,-0.02803,0,0,-0.30334,0,0,0.1239
0.178,-0.02833,0,0,-0.30476,0,0,0.1246
